_id,Tourist ID,Age,Interests,Preferred Tour Duration,Accessibility,Site Name,Sites Visited,Tour Duration,Route ID,Tourist Rating,System Response Time,Recommendation Accuracy,VR Experience Quality,Satisfaction
686d988223c1156e8fe37e7d,15,60,"['Cultural', 'Architecture', 'Art']",4,true,Eiffel Tower,"['Taj Mahal', 'Eiffel Tower']",6,15000,2.9,2.82,94,4.2,3
686d988223c1156e8fe37e7e,16,50,['Cultural'],7,false,Eiffel Tower,"['Great Wall of China', 'Machu Picchu', 'Colosseum']",8,16000,1.2,4.44,91,4.2,3
686d988223c1156e8fe37e7f,17,59,['Cultural'],7,true,Taj Mahal,"['Great Wall of China', 'Machu Picchu']",3,17000,2.1,2.12,95,4.3,3
686d988223c1156e8fe37e80,18,18,"['Nature', 'Cultural']",6,true,Machu Picchu,"['Eiffel Tower', 'Colosseum']",6,18000,2.7,3.63,100,4.4,3
686d988223c1156e8fe37e81,19,24,['History'],5,false,Taj Mahal,"['Colosseum', 'Eiffel Tower', 'Taj Mahal']",6,19000,2.6,2.63,86,4.7,3
686d988223c1156e8fe37e82,20,63,"['Nature', 'Architecture']",8,false,Colosseum,['Great Wall of China'],2,20000,2.7,4.79,92,4.8,3
686d988223c1156e8fe37e83,21,45,['Architecture'],6,true,Machu Picchu,['Taj Mahal'],2,21000,2.8,2.75,94,4.7,3
686d988223c1156e8fe37e84,22,62,"['Nature', 'History', 'Cultural']",7,true,Colosseum,"['Machu Picchu', 'Eiffel Tower', 'Taj Mahal']",5,22000,3.3,2.65,96,4,3
686d988223c1156e8fe37e85,23,65,"['Nature', 'Cultural']",8,true,Great Wall of China,['Colosseum'],3,23000,4.2,1.97,88,5,4
686d988223c1156e8fe37e86,24,53,['Cultural'],6,true,Taj Mahal,"['Machu Picchu', 'Great Wall of China']",6,24000,3,4.02,97,4.4,3
686d988223c1156e8fe37e87,25,26,['Cultural'],8,true,Taj Mahal,"['Machu Picchu', 'Eiffel Tower']",3,25000,2.4,3.42,90,4.7,3
686d988223c1156e8fe37e88,26,63,"['Nature', 'Art']",3,false,Colosseum,"['Colosseum', 'Eiffel Tower', 'Great Wall of China']",6,26000,1,4.09,93,4.3,3
686d988223c1156e8fe37e89,27,24,"['Nature', 'Art', 'Cultural']",3,true,Taj Mahal,"['Machu Picchu', 'Eiffel Tower']",4,27000,2,4.62,87,4.5,3
686d988223c1156e8fe37e8a,28,20,['History'],5,false,Eiffel Tower,"['Colosseum', 'Eiffel Tower', 'Great Wall of China']",4,28000,2.2,1.61,95,4.5,3
686d988223c1156e8fe37e8b,29,36,['Nature'],7,true,Great Wall of China,"['Taj Mahal', 'Great Wall of China', 'Eiffel Tower']",8,29000,4.1,4.57,91,4.6,4
686d988223c1156e8fe37e8c,30,49,"['Nature', 'History', 'Architecture']",6,true,Eiffel Tower,"['Taj Mahal', 'Great Wall of China']",2,30000,4.4,2.18,95,4.9,4
686d988223c1156e8fe37e8d,31,61,"['Art', 'Nature']",7,false,Taj Mahal,"['Taj Mahal', 'Great Wall of China', 'Eiffel Tower']",4,31000,4.8,4.94,95,4.7,5
686d988223c1156e8fe37e8e,32,54,['Art'],6,false,Great Wall of China,['Taj Mahal'],2,32000,1.9,2.18,94,4.3,3
686d988223c1156e8fe37e8f,33,29,"['Nature', 'Architecture']",8,true,Eiffel Tower,"['Eiffel Tower', 'Taj Mahal']",4,33000,1.4,2.36,87,4.1,3
686d988223c1156e8fe37e90,34,44,"['Art', 'Cultural']",5,true,Colosseum,['Taj Mahal'],1,34000,4.9,4.43,88,4.2,5
686d988223c1156e8fe37e91,35,35,"['History', 'Nature']",3,true,Colosseum,"['Colosseum', 'Great Wall of China', 'Machu Picchu']",7,35000,3.2,4.77,94,4.7,3
686d988223c1156e8fe37e92,36,60,['Cultural'],7,false,Eiffel Tower,"['Machu Picchu', 'Eiffel Tower']",4,36000,4.5,1.73,96,4.5,5
686d988223c1156e8fe37e93,37,33,['Nature'],6,true,Colosseum,"['Taj Mahal', 'Colosseum', 'Machu Picchu']",4,37000,1.7,2.05,85,4.2,3
686d988223c1156e8fe37e94,38,63,"['Nature', 'Architecture']",4,false,Great Wall of China,['Eiffel Tower'],2,38000,4.5,3.6,97,4.6,5
686d988223c1156e8fe37e95,39,47,['Cultural'],3,true,Great Wall of China,"['Machu Picchu', 'Eiffel Tower']",3,39000,1.8,3.1,96,4.2,3
686d988223c1156e8fe37e96,40,23,['Architecture'],7,false,Taj Mahal,"['Machu Picchu', 'Colosseum', 'Great Wall of China']",8,40000,2.6,3.72,89,4.8,3
686d988223c1156e8fe37e97,41,68,"['Architecture', 'Nature']",4,false,Eiffel Tower,['Machu Picchu'],2,41000,3.6,3.28,98,4.8,4
686d988223c1156e8fe37e98,42,39,"['Cultural', 'Nature', 'Art']",5,true,Machu Picchu,"['Taj Mahal', 'Eiffel Tower', 'Great Wall of China']",6,42000,3.4,2.8,96,4.3,3
686d988223c1156e8fe37e99,43,56,"['Art', 'Architecture']",5,false,Eiffel Tower,['Great Wall of China'],3,43000,2.6,4.56,87,4.6,3
686d988223c1156e8fe37e9a,44,29,"['Cultural', 'Art']",7,false,Great Wall of China,"['Great Wall of China', 'Machu Picchu']",5,44000,3.5,3.65,91,4.1,4
686d988223c1156e8fe37e9b,45,54,['History'],4,true,Colosseum,"['Taj Mahal', 'Eiffel Tower']",5,45000,2,3.54,87,4.7,3
686d988223c1156e8fe37e9c,46,67,['Nature'],7,false,Machu Picchu,"['Taj Mahal', 'Great Wall of China', 'Eiffel Tower']",6,46000,3.6,1.79,93,4.3,4
686d988223c1156e8fe37e9d,47,31,['Architecture'],5,true,Machu Picchu,"['Colosseum', 'Eiffel Tower', 'Taj Mahal']",6,47000,4.7,2.39,97,4.2,5
686d988223c1156e8fe37e9e,48,55,"['Art', 'Cultural', 'Architecture']",8,false,Machu Picchu,"['Eiffel Tower', 'Great Wall of China']",3,48000,3,2.58,97,4.9,3
686d988223c1156e8fe37e9f,49,49,"['History', 'Art', 'Nature']",6,false,Eiffel Tower,['Colosseum'],2,49000,1.8,3.09,100,4,3
686d988223c1156e8fe37ea0,50,43,"['Art', 'Cultural']",6,true,Eiffel Tower,['Taj Mahal'],1,50000,2.4,2.57,99,4.4,3
686d988223c1156e8fe37ea1,51,41,"['History', 'Art', 'Cultural']",7,true,Great Wall of China,"['Machu Picchu', 'Eiffel Tower']",5,51000,4.2,1.72,92,4.4,4
686d988223c1156e8fe37ea2,52,30,"['Nature', 'History', 'Architecture']",4,false,Eiffel Tower,"['Eiffel Tower', 'Machu Picchu']",2,52000,3.1,1.92,93,4.3,3
686d988223c1156e8fe37ea3,53,48,"['Architecture', 'Art', 'History']",4,false,Colosseum,"['Taj Mahal', 'Colosseum', 'Machu Picchu']",3,53000,3,2.05,89,4.2,3
686d988223c1156e8fe37ea4,54,41,"['Nature', 'Art']",8,true,Machu Picchu,"['Great Wall of China', 'Eiffel Tower']",4,54000,2.6,4.42,87,4.3,3
686d988223c1156e8fe37ea5,55,22,['Nature'],8,true,Machu Picchu,"['Great Wall of China', 'Taj Mahal']",5,55000,4.3,3.93,94,4.8,4
686d988223c1156e8fe37ea6,56,18,['Architecture'],5,false,Taj Mahal,"['Eiffel Tower', 'Great Wall of China']",4,56000,4.6,3.88,95,4.4,5
686d988223c1156e8fe37ea7,57,35,"['Art', 'Architecture', 'Nature']",6,false,Taj Mahal,['Colosseum'],3,57000,2.2,2.94,91,4.7,3
686d988223c1156e8fe37ea8,58,69,"['Cultural', 'Art']",6,false,Taj Mahal,['Great Wall of China'],2,58000,1.7,4.08,93,4.3,3
686d988223c1156e8fe37ea9,59,70,['History'],6,true,Machu Picchu,['Colosseum'],1,59000,2.9,3.05,94,4.4,3
686d988223c1156e8fe37eaa,60,25,['History'],8,false,Machu Picchu,['Great Wall of China'],3,60000,3.9,4.01,91,4.8,4
686d988223c1156e8fe37eab,61,35,"['History', 'Cultural']",7,true,Eiffel Tower,['Taj Mahal'],1,61000,4.3,4.12,86,4.1,4
686d988223c1156e8fe37eac,62,28,"['Cultural', 'History', 'Art']",7,false,Taj Mahal,"['Eiffel Tower', 'Colosseum']",4,62000,1.5,4.86,96,4.7,3
686d988223c1156e8fe37ead,63,35,"['Cultural', 'Architecture', 'History']",3,false,Machu Picchu,['Great Wall of China'],2,63000,3,4.1,91,4.8,3
686d988223c1156e8fe37eae,64,29,"['Architecture', 'Nature', 'History']",7,false,Colosseum,"['Colosseum', 'Great Wall of China']",4,64000,3.8,4.23,95,4.2,4
686d988223c1156e8fe37eaf,65,54,"['Art', 'Architecture']",7,false,Great Wall of China,"['Machu Picchu', 'Great Wall of China']",4,65000,4.3,4.25,91,4.3,4
686d988223c1156e8fe37eb0,66,55,"['History', 'Nature', 'Architecture']",8,false,Great Wall of China,['Eiffel Tower'],2,66000,2.8,2.65,98,4.7,3
686d988223c1156e8fe37eb1,67,47,"['Architecture', 'Nature', 'History']",8,false,Great Wall of China,['Eiffel Tower'],2,67000,1.7,2.83,88,4,3
686d988223c1156e8fe37eb2,68,37,"['Nature', 'Cultural']",5,true,Eiffel Tower,"['Colosseum', 'Taj Mahal']",3,68000,4.4,3.6,92,4.1,4
686d988223c1156e8fe37eb3,69,32,"['Cultural', 'Art']",7,false,Taj Mahal,"['Great Wall of China', 'Colosseum', 'Eiffel Tower']",7,69000,2.2,3.71,95,4.1,3
686d988223c1156e8fe37eb4,70,33,"['Nature', 'Cultural']",8,false,Taj Mahal,['Taj Mahal'],1,70000,1.9,3.95,98,4.8,3
686d988223c1156e8fe37eb5,71,35,['Architecture'],7,false,Great Wall of China,['Colosseum'],3,71000,2,1.92,96,4.4,3
686d988223c1156e8fe37eb6,72,28,"['Architecture', 'Art', 'Nature']",3,true,Great Wall of China,"['Great Wall of China', 'Colosseum']",6,72000,1.4,2.13,88,4.9,3
686d988223c1156e8fe37eb7,73,19,['History'],4,true,Colosseum,['Great Wall of China'],2,73000,2.1,3.5,88,4.4,3
686d988223c1156e8fe37eb8,74,26,"['Architecture', 'Art']",4,true,Eiffel Tower,"['Colosseum', 'Taj Mahal', 'Great Wall of China']",5,74000,5,3.16,90,4.9,5
686d988223c1156e8fe37eb9,75,55,"['Art', 'Nature', 'Cultural']",4,true,Great Wall of China,"['Eiffel Tower', 'Taj Mahal']",3,75000,4.4,3.64,89,5,4
686d988223c1156e8fe37eba,76,48,"['Nature', 'History']",3,true,Colosseum,['Eiffel Tower'],3,76000,2.7,3.02,89,4.6,3
686d988223c1156e8fe37ebb,77,43,"['Nature', 'Art']",8,false,Eiffel Tower,['Colosseum'],1,77000,4.1,3.02,97,4.1,4
686d988223c1156e8fe37ebc,78,28,"['Cultural', 'Art', 'History']",8,false,Eiffel Tower,"['Machu Picchu', 'Eiffel Tower', 'Great Wall of China']",4,78000,4.8,3.88,96,4.8,5
686d988223c1156e8fe37ebd,79,46,"['Art', 'Nature']",5,true,Great Wall of China,['Taj Mahal'],1,79000,2.5,4.84,100,4.2,3
686d988223c1156e8fe37ebe,80,42,"['Architecture', 'Nature']",8,false,Colosseum,['Eiffel Tower'],1,80000,2.1,1.5,97,4.1,3
686d988223c1156e8fe37ebf,81,18,"['Architecture', 'History']",4,false,Eiffel Tower,['Machu Picchu'],1,81000,3.1,3.18,90,4.1,3
686d988223c1156e8fe37ec0,82,25,"['Nature', 'Cultural', 'History']",3,true,Eiffel Tower,['Great Wall of China'],2,82000,4,4.87,100,4.5,4
686d988223c1156e8fe37ec1,83,58,"['Nature', 'Cultural', 'Art']",4,false,Great Wall of China,"['Machu Picchu', 'Eiffel Tower', 'Colosseum']",6,83000,2.2,4.75,91,4.3,3
686d988223c1156e8fe37ec2,84,52,"['Art', 'History']",7,false,Colosseum,"['Great Wall of China', 'Taj Mahal']",2,84000,2.5,2.67,90,4.3,3
686d988223c1156e8fe37ec3,85,56,"['Cultural', 'History']",7,true,Taj Mahal,['Taj Mahal'],2,85000,3,4.79,85,4.2,3
686d988223c1156e8fe37ec4,86,51,['Art'],5,true,Taj Mahal,"['Great Wall of China', 'Taj Mahal']",4,86000,4.2,3.02,92,4.3,4
686d988223c1156e8fe37ec5,87,20,"['Cultural', 'Nature']",3,false,Machu Picchu,['Machu Picchu'],3,87000,4.1,2.72,94,4.1,4
686d988223c1156e8fe37ec6,88,27,"['Architecture', 'Art', 'History']",8,true,Eiffel Tower,"['Taj Mahal', 'Eiffel Tower', 'Colosseum']",5,88000,2.4,4.22,90,4.5,3
686d988223c1156e8fe37ec7,89,57,"['Nature', 'History', 'Architecture']",7,false,Taj Mahal,"['Great Wall of China', 'Eiffel Tower', 'Taj Mahal']",5,89000,2.9,3.78,96,4.6,3
686d988223c1156e8fe37ec8,90,25,['History'],8,false,Eiffel Tower,"['Taj Mahal', 'Great Wall of China']",3,90000,2.9,1.76,85,4.2,3
686d988223c1156e8fe37ec9,91,61,"['Art', 'Cultural']",7,false,Great Wall of China,"['Great Wall of China', 'Colosseum', 'Eiffel Tower']",6,91000,4.8,1.63,88,4.3,5
686d988223c1156e8fe37eca,92,59,"['History', 'Art', 'Nature']",7,false,Taj Mahal,['Colosseum'],2,92000,2.2,4.79,99,4.1,3
686d988223c1156e8fe37ecb,93,59,['Art'],4,false,Great Wall of China,"['Taj Mahal', 'Great Wall of China', 'Colosseum']",5,93000,4.4,2.4,90,5,4
686d988223c1156e8fe37ecc,94,59,"['History', 'Art', 'Cultural']",3,false,Eiffel Tower,"['Great Wall of China', 'Colosseum']",2,94000,1.3,4.09,92,4.1,3
686d988223c1156e8fe37ecd,95,44,['History'],4,false,Eiffel Tower,"['Machu Picchu', 'Colosseum']",5,95000,4.8,4.59,88,4.3,5
686d988223c1156e8fe37ece,96,41,['Cultural'],5,false,Taj Mahal,"['Great Wall of China', 'Eiffel Tower']",3,96000,1.8,4.44,99,4.8,3
686d988223c1156e8fe37ecf,97,44,"['History', 'Architecture', 'Cultural']",6,false,Great Wall of China,"['Colosseum', 'Eiffel Tower']",5,97000,3.9,2.22,95,4.1,4
686d988223c1156e8fe37ed0,98,45,['History'],7,false,Colosseum,['Colosseum'],1,98000,4.4,3.74,96,4.9,4
686d988223c1156e8fe37ed1,99,66,"['History', 'Art', 'Architecture']",6,true,Eiffel Tower,"['Colosseum', 'Taj Mahal', 'Eiffel Tower']",6,99000,1.4,1.7,89,4.7,3
686d988223c1156e8fe37ed2,100,22,"['Cultural', 'Art', 'History']",6,true,Machu Picchu,"['Colosseum', 'Machu Picchu']",6,100000,1.6,1.96,94,4.7,3
686d988223c1156e8fe37ed3,101,63,['History'],5,false,Taj Mahal,['Machu Picchu'],2,101000,2.1,4.62,87,4.4,3
686d988223c1156e8fe37ed4,102,47,"['Architecture', 'Cultural']",4,false,Colosseum,"['Colosseum', 'Great Wall of China', 'Eiffel Tower']",3,102000,1.3,1.97,96,4.4,3
686d988223c1156e8fe37ed5,103,20,"['Architecture', 'Nature']",6,true,Great Wall of China,['Great Wall of China'],2,103000,3.9,2.77,85,4.1,4
686d988223c1156e8fe37ed6,104,42,"['Cultural', 'History', 'Nature']",4,false,Taj Mahal,['Taj Mahal'],1,104000,2.1,4.5,87,4.5,3
686d988223c1156e8fe37ed7,105,70,"['History', 'Nature']",3,true,Colosseum,"['Machu Picchu', 'Eiffel Tower']",4,105000,2.4,4.58,93,4.4,3
686d988223c1156e8fe37ed8,106,54,"['Nature', 'History', 'Cultural']",8,true,Eiffel Tower,"['Colosseum', 'Taj Mahal']",3,106000,2.6,2.9,88,4.5,3
686d988223c1156e8fe37ed9,107,70,"['History', 'Art']",8,false,Eiffel Tower,"['Great Wall of China', 'Taj Mahal']",5,107000,4.2,2.6,92,4.5,4
686d988223c1156e8fe37eda,108,59,['Cultural'],7,true,Colosseum,"['Machu Picchu', 'Eiffel Tower', 'Taj Mahal']",7,108000,3.9,2.95,91,4.3,4
686d988223c1156e8fe37edb,109,66,['Cultural'],6,false,Taj Mahal,"['Great Wall of China', 'Machu Picchu', 'Eiffel Tower']",5,109000,4.8,1.68,94,4.9,5
686d988223c1156e8fe37edc,110,34,"['Architecture', 'Cultural']",7,true,Taj Mahal,"['Great Wall of China', 'Eiffel Tower']",6,110000,1.8,3.84,92,4.8,3
686d988223c1156e8fe37edd,111,69,"['Art', 'Architecture', 'Nature']",6,false,Taj Mahal,['Great Wall of China'],3,111000,4.3,4.84,96,5,4
686d988223c1156e8fe37ede,112,56,"['Architecture', 'History', 'Cultural']",7,true,Machu Picchu,"['Great Wall of China', 'Machu Picchu']",5,112000,2.5,2.1,88,4.2,3
686d988223c1156e8fe37edf,113,62,"['Art', 'Architecture']",8,true,Great Wall of China,"['Colosseum', 'Great Wall of China', 'Machu Picchu']",4,113000,1.3,3.21,94,4.1,3
686d988223c1156e8fe37ee0,114,51,"['History', 'Cultural', 'Architecture']",3,false,Colosseum,['Taj Mahal'],2,114000,4,2.54,87,4.8,4
686d988223c1156e8fe37ee1,115,31,['Nature'],4,false,Colosseum,"['Machu Picchu', 'Eiffel Tower', 'Taj Mahal']",7,115000,1.6,2.97,86,4.2,3
686d988223c1156e8fe37ee2,116,59,"['Art', 'Nature']",3,true,Colosseum,['Colosseum'],1,116000,1.3,4.03,86,4.1,3
686d988223c1156e8fe37ee3,117,48,"['Cultural', 'History']",8,true,Taj Mahal,"['Eiffel Tower', 'Great Wall of China', 'Colosseum']",4,117000,1.8,3.48,86,4.4,3
686d988223c1156e8fe37ee4,118,39,"['Architecture', 'Cultural', 'History']",3,true,Machu Picchu,"['Great Wall of China', 'Eiffel Tower', 'Taj Mahal']",5,118000,4.8,3.63,88,4.3,5
686d988223c1156e8fe37ee5,119,25,"['Cultural', 'History', 'Nature']",8,true,Taj Mahal,['Colosseum'],2,119000,2.4,2.65,86,4.6,3
686d988223c1156e8fe37ee6,120,22,"['Cultural', 'History']",4,true,Colosseum,['Colosseum'],3,120000,1.5,3.68,99,4.1,3
686d988223c1156e8fe37ee7,121,32,"['History', 'Art', 'Nature']",6,true,Eiffel Tower,"['Colosseum', 'Great Wall of China']",3,121000,3.6,2.22,86,4.9,4
686d988223c1156e8fe37ee8,122,52,"['Cultural', 'Architecture', 'Nature']",6,false,Machu Picchu,"['Colosseum', 'Great Wall of China']",4,122000,4.7,2.55,88,4.9,5
686d988223c1156e8fe37ee9,123,27,['History'],8,true,Eiffel Tower,"['Colosseum', 'Great Wall of China', 'Machu Picchu']",6,123000,1.4,3.8,88,4.3,3
686d988223c1156e8fe37eea,124,67,['Art'],8,true,Eiffel Tower,['Taj Mahal'],3,124000,2.1,4.4,87,4.1,3
686d988223c1156e8fe37eeb,125,28,['Architecture'],3,false,Colosseum,"['Machu Picchu', 'Taj Mahal', 'Colosseum']",4,125000,2.6,4.44,94,4.6,3
686d988223c1156e8fe37eec,126,59,['Architecture'],3,true,Eiffel Tower,"['Eiffel Tower', 'Great Wall of China', 'Taj Mahal']",3,126000,1.1,4.48,98,4.4,3
686d988223c1156e8fe37eed,127,25,"['Nature', 'Art', 'Cultural']",3,true,Great Wall of China,"['Taj Mahal', 'Great Wall of China']",3,127000,1.2,4.56,97,4.4,3
686d988223c1156e8fe37eee,128,51,['Art'],5,false,Machu Picchu,"['Great Wall of China', 'Taj Mahal']",4,128000,4.2,3.87,92,4.4,4
686d988223c1156e8fe37eef,129,65,['Nature'],5,false,Machu Picchu,['Taj Mahal'],1,129000,3.6,4.04,85,4.3,4
686d988223c1156e8fe37ef0,130,32,"['Architecture', 'History']",7,true,Great Wall of China,"['Great Wall of China', 'Machu Picchu']",3,130000,2.5,4.68,99,4.4,3
686d988223c1156e8fe37ef1,131,24,"['Cultural', 'Architecture', 'History']",6,false,Eiffel Tower,"['Taj Mahal', 'Colosseum', 'Eiffel Tower']",7,131000,4.4,1.65,88,4.9,4
686d988223c1156e8fe37ef2,132,40,"['Architecture', 'Cultural']",7,true,Machu Picchu,"['Great Wall of China', 'Taj Mahal']",4,132000,3.7,4.22,90,4.5,4
686d988223c1156e8fe37ef3,133,52,"['Cultural', 'History']",8,true,Colosseum,"['Great Wall of China', 'Eiffel Tower', 'Colosseum']",6,133000,3.5,2.06,85,4.9,4
686d988223c1156e8fe37ef4,134,38,"['Architecture', 'Cultural', 'History']",5,true,Colosseum,"['Machu Picchu', 'Eiffel Tower', 'Taj Mahal']",7,134000,3.3,3.06,86,4.3,3
686d988223c1156e8fe37ef5,135,20,['History'],6,true,Eiffel Tower,"['Machu Picchu', 'Great Wall of China']",4,135000,3.9,2.89,92,4.5,4
686d988223c1156e8fe37ef6,136,19,"['Architecture', 'Nature', 'Cultural']",6,false,Taj Mahal,"['Great Wall of China', 'Taj Mahal', 'Colosseum']",8,136000,4.6,4.75,87,4.6,5
686d988223c1156e8fe37ef7,137,21,"['Nature', 'History']",3,true,Machu Picchu,"['Machu Picchu', 'Taj Mahal', 'Colosseum']",8,137000,2,3.13,89,4.1,3
686d988223c1156e8fe37ef8,138,39,"['Cultural', 'Architecture', 'Nature']",5,true,Great Wall of China,['Taj Mahal'],3,138000,4.3,4.45,91,4.2,4
686d988223c1156e8fe37ef9,139,22,"['Cultural', 'History']",8,true,Machu Picchu,['Eiffel Tower'],2,139000,2.3,2.24,89,4.2,3
686d988223c1156e8fe37efa,140,36,['Art'],7,true,Colosseum,['Taj Mahal'],3,140000,4.9,3.34,90,5,5
686d988223c1156e8fe37efb,141,22,['Nature'],7,true,Machu Picchu,"['Great Wall of China', 'Eiffel Tower']",5,141000,4.9,1.88,85,5,5
686d988223c1156e8fe37efc,142,35,['Art'],4,true,Machu Picchu,['Machu Picchu'],2,142000,2.4,2.8,98,4.6,3
686d988223c1156e8fe37efd,143,66,"['Architecture', 'Art', 'Nature']",7,true,Machu Picchu,['Colosseum'],3,143000,3.4,4.92,99,4.9,3
686d988223c1156e8fe37efe,144,65,"['History', 'Architecture']",4,false,Machu Picchu,"['Colosseum', 'Machu Picchu']",3,144000,2.9,2.61,86,4.7,3
686d988223c1156e8fe37eff,145,69,"['Cultural', 'Architecture', 'Nature']",6,true,Eiffel Tower,['Eiffel Tower'],3,145000,2.2,1.83,85,4.7,3
686d988223c1156e8fe37f00,146,28,['Art'],5,true,Colosseum,['Machu Picchu'],3,146000,4.8,2.7,96,4.7,5
686d988223c1156e8fe37f01,147,56,['Architecture'],8,true,Colosseum,"['Colosseum', 'Great Wall of China', 'Machu Picchu']",7,147000,4.6,1.71,100,4.3,5
686d988223c1156e8fe37f02,148,31,['Architecture'],8,false,Eiffel Tower,"['Taj Mahal', 'Colosseum']",4,148000,3.9,4.27,100,4.1,4
686d988223c1156e8fe37f03,149,65,"['Art', 'History', 'Nature']",8,true,Taj Mahal,"['Taj Mahal', 'Colosseum', 'Machu Picchu']",7,149000,4.1,4.91,87,4.1,4
686d988223c1156e8fe37f04,150,18,"['Architecture', 'Nature', 'History']",3,false,Machu Picchu,['Great Wall of China'],3,150000,1.1,3.64,90,4.1,3
686d988223c1156e8fe37f05,151,30,['Nature'],8,true,Machu Picchu,"['Taj Mahal', 'Colosseum']",6,151000,2.1,3.12,96,4.4,3
686d988223c1156e8fe37f06,152,51,['Art'],3,true,Eiffel Tower,['Machu Picchu'],2,152000,1.7,3.18,98,4.6,3
686d988223c1156e8fe37f07,153,35,"['Nature', 'History', 'Cultural']",4,false,Taj Mahal,"['Colosseum', 'Eiffel Tower', 'Great Wall of China']",7,153000,2.2,2.17,93,4.8,3
686d988223c1156e8fe37f08,154,42,['Cultural'],6,false,Taj Mahal,['Taj Mahal'],2,154000,2.1,4.21,87,4.3,3
686d988223c1156e8fe37f09,155,18,"['Cultural', 'Nature', 'History']",5,false,Eiffel Tower,['Machu Picchu'],3,155000,3,4.15,91,5,3
686d988223c1156e8fe37f0a,156,59,"['History', 'Architecture']",7,false,Taj Mahal,['Great Wall of China'],1,156000,3.4,3.46,89,4.1,3
686d988223c1156e8fe37f0b,157,39,"['Art', 'Nature', 'Architecture']",6,true,Taj Mahal,['Eiffel Tower'],1,157000,1.7,4.63,93,4.5,3
686d988223c1156e8fe37f0c,158,70,"['Nature', 'Cultural', 'Art']",6,false,Colosseum,['Taj Mahal'],2,158000,2.6,2.02,92,4.9,3
686d988223c1156e8fe37f0d,159,45,"['Art', 'Cultural', 'Nature']",4,true,Eiffel Tower,"['Colosseum', 'Machu Picchu']",3,159000,1.4,3.62,87,4,3
686d988223c1156e8fe37f0e,160,66,['Nature'],3,true,Machu Picchu,['Eiffel Tower'],1,160000,2.7,3.14,90,4.9,3
686d988223c1156e8fe37f0f,161,53,"['History', 'Cultural']",8,false,Taj Mahal,"['Colosseum', 'Great Wall of China', 'Machu Picchu']",7,161000,1,3.42,96,4.6,3
686d988223c1156e8fe37f10,162,39,"['Nature', 'Architecture', 'History']",6,true,Taj Mahal,"['Colosseum', 'Taj Mahal', 'Machu Picchu']",8,162000,4.7,2.53,88,4.7,5
686d988223c1156e8fe37f11,163,41,"['Architecture', 'Cultural', 'Art']",6,false,Colosseum,['Eiffel Tower'],2,163000,3.8,3.64,94,4.6,4
